REGゲーム数,REG枚数,ATゲーム数,AT枚数,朝イチ,スルー回数,前回当選ゲーム数,前回獲得枚数,前回差枚数,前回連荘数,前回種別
153,0,104,299,0,0,0,0,0,0,0
225,0,184,542,0,0,0,0,0,0,0
150,0,94,269,0,0,0,0,0,0,0
96,0,133,393,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0
667,0,104,307,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0
282,0,113,329,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0
447,0,48,138,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0
553,0,345,1012,0,0,0,0,0,0,0
567,0,14,38,0,0,0,0,0,0,0
335,0,392,1114,0,0,0,0,0,0,0
80,0,371,1050,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0
607,0,333,953,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0
499,0,87,261,0,0,0,0,0,0,0
236,0,46,133,0,0,0,0,0,0,0
240,0,113,327,0,0,0,0,0,0,0
643,0,19,53,0,0,0,0,0,0,0
235,0,120,348,0,0,0,0,0,0,0
329,0,124,357,0,0,0,0,0,0,0
338,0,873,2489,0,0,0,0,0,0,0
240,0,226,660,0,0,0,0,0,0,0
172,0,139,401,0,0,0,0,0,0,0
186,0,212,623,0,0,0,0,0,0,0
295,0,17,42,0,0,0,0,0,0,0
268,0,114,331,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0
316,0,241,703,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0
126,0,104,302,0,0,0,0,0,0,0
96,0,53,153,0,0,0,0,0,0,0
59,0,20,56,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,0,0
196,0,168,494,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
42,0,956,2707,0,0,0,0,0,0,0
98,0,69,198,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0
778,0,108,314,0,0,0,0,0,0,0
778,0,81,232,0,0,0,0,0,0,0
164,0,541,1573,0,0,0,0,0,0,0
216,0,140,406,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0
61,0,198,581,0,0,0,0,0,0,0
72,0,145,413,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
320,0,205,590,0,0,0,0,0,0,0
97,0,81,242,0,0,0,0,0,0,0
181,0,108,310,0,0,0,0,0,0,0
96,0,84,243,0,0,0,0,0,0,0
241,0,52,145,0,0,0,0,0,0,0
98,0,21,59,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0
73,0,21,59,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0
453,0,87,262,0,0,0,0,0,0,0
290,0,51,148,0,0,0,0,0,0,0
18,0,124,363,0,0,0,0,0,0,0
448,0,17,46,0,0,0,0,0,0,0
90,0,427,1242,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
172,0,52,151,0,0,0,0,0,0,0
284,0,388,1138,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0,0,0,0
118,0,105,306,0,0,0,0,0,0,0
353,0,72,206,0,0,0,0,0,0,0
99,0,207,599,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0
44,0,240,705,0,0,0,0,0,0,0
391,0,695,2033,0,0,0,0,0,0,0
594,0,273,797,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0
379,0,235,688,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0
267,0,273,795,0,0,0,0,0,0,0
640,0,320,925,0,0,0,0,0,0,0
760,0,18,49,0,0,0,0,0,0,0
752,0,104,308,0,0,0,0,0,0,0
374,0,189,547,0,0,0,0,0,0,0
323,0,57,166,0,0,0,0,0,0,0
264,0,149,438,0,0,0,0,0,0,0
229,0,204,592,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0,0
263,0,100,290,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0
699,0,92,267,0,0,0,0,0,0,0
779,0,324,939,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0
350,0,1475,4228,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
308,0,282,820,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0
144,0,86,254,0,0,0,0,0,0,0
651,0,2659,7552,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0
66,0,123,355,0,0,0,0,0,0,0
106,0,1445,4152,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0
373,0,1083,3091,0,0,0,0,0,0,0
432,0,16,43,0,0,0,0,0,0,0
752,0,88,265,0,0,0,0,0,0,0
307,0,148,433,0,0,0,0,0,0,0
44,0,131,378,0,0,0,0,0,0,0
56,0,119,347,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
441,0,154,443,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0
779,0,19,52,0,0,0,0,0,0,0
95,0,689,1999,0,0,0,0,0,0,0
750,0,84,247,0,0,0,0,0,0,0
475,0,329,959,0,0,0,0,0,0,0
97,0,13,33,0,0,0,0,0,0,0
475,0,84,247,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0
227,0,1858,5273,0,0,0,0,0,0,0
248,0,95,281,0,0,0,0,0,0,0
416,0,22,60,0,0,0,0,0,0,0
752,0,87,261,0,0,0,0,0,0,0
208,0,17,46,0,0,0,0,0,0,0
52,0,21,57,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0
71,0,199,583,0,0,0,0,0,0,0
260,0,331,962,0,0,0,0,0,0,0
611,0,245,704,0,0,0,0,0,0,0
566,0,19,52,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,0,0
395,0,250,728,0,0,0,0,0,0,0
300,0,24,67,0,0,0,0,0,0,0
365,0,105,306,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0
98,0,132,387,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0
778,0,135,391,0,0,0,0,0,0,0
160,0,15,41,0,0,0,0,0,0,0
649,0,209,617,0,0,0,0,0,0,0
96,0,191,563,0,0,0,0,0,0,0
299,0,204,591,0,0,0,0,0,0,0
634,0,121,354,0,0,0,0,0,0,0
343,0,54,157,0,0,0,0,0,0,0
201,0,19,53,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0
95,0,94,272,0,0,0,0,0,0,0
48,0,844,2421,0,0,0,0,0,0,0
642,0,782,2247,0,0,0,0,0,0,0
720,0,699,2031,0,0,0,0,0,0,0
99,0,22,62,0,0,0,0,0,0,0
95,0,267,762,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0
454,0,49,142,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0
11,0,367,1072,0,0,0,0,0,0,0
533,0,228,639,0,0,0,0,0,0,0
753,0,110,323,0,0,0,0,0,0,0
74,0,208,606,0,0,0,0,0,0,0
303,0,49,141,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0
438,0,219,644,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0
472,0,95,274,0,0,0,0,0,0,0
79,0,1620,4590,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0
784,0,152,444,0,0,0,0,0,0,0
294,0,76,218,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0
782,0,103,293,0,0,0,0,0,0,0
719,0,128,375,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0
100,0,165,474,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0
779,0,85,254,0,0,0,0,0,0,0
205,0,164,470,0,0,0,0,0,0,0
47,0,188,556,0,0,0,0,0,0,0
96,0,49,142,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0
591,0,79,228,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0
216,0,220,637,0,0,0,0,0,0,0
315,0,795,2329,0,0,0,0,0,0,0
778,0,79,228,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0
73,0,126,368,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0
324,0,168,495,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0
185,0,69,195,0,0,0,0,0,0,0
239,0,437,1267,0,0,0,0,0,0,0
265,0,83,237,0,0,0,0,0,0,0
174,0,113,332,0,0,0,0,0,0,0
97,0,89,254,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0
244,0,994,2873,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0
304,0,104,297,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0
490,0,10,24,0,0,0,0,0,0,0
29,0,181,535,0,0,0,0,0,0,0
778,0,68,197,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0
262,0,21,59,0,0,0,0,0,0,0
503,0,108,308,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
42,0,15,39,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0,0,0
170,0,81,244,0,0,0,0,0,0,0
299,0,124,362,0,0,0,0,0,0,0
780,0,85,256,0,0,0,0,0,0,0
158,0,124,367,0,0,0,0,0,0,0
151,0,120,351,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0
66,0,80,233,0,0,0,0,0,0,0
779,0,429,1254,0,0,0,0,0,0,0
543,0,0,0,0,0,0,0,0,0,0
436,0,16,42,0,0,0,0,0,0,0
778,0,83,244,0,0,0,0,0,0,0
752,0,114,336,0,0,0,0,0,0,0
337,0,49,141,0,0,0,0,0,0,0
645,0,0,0,0,0,0,0,0,0,0
108,0,381,1107,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
505,0,84,253,0,0,0,0,0,0,0
388,0,995,2976,0,0,0,0,0,0,0
778,0,48,140,0,0,0,0,0,0,0
92,0,84,248,0,0,0,0,0,0,0
211,0,78,225,0,0,0,0,0,0,0
129,0,84,248,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0
462,0,110,317,0,0,0,0,0,0,0
708,0,322,930,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0
91,0,578,1667,0,0,0,0,0,0,0
47,0,152,441,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
376,0,179,517,0,0,0,0,0,0,0
105,0,84,245,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0
268,0,133,384,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0
231,0,88,264,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0
364,0,115,341,0,0,0,0,0,0,0
249,0,143,411,0,0,0,0,0,0,0
186,0,80,239,0,0,0,0,0,0,0
183,0,14,36,0,0,0,0,0,0,0
282,0,145,421,0,0,0,0,0,0,0
107,0,205,589,0,0,0,0,0,0,0
95,0,174,500,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0
508,0,194,574,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
229,0,13,34,0,0,0,0,0,0,0
420,0,86,248,0,0,0,0,0,0,0
135,0,93,269,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0
79,0,104,296,0,0,0,0,0,0,0
109,0,311,908,0,0,0,0,0,0,0
266,0,315,907,0,0,0,0,0,0,0
63,0,193,559,0,0,0,0,0,0,0
778,0,85,246,0,0,0,0,0,0,0
110,0,223,655,0,0,0,0,0,0,0
438,0,435,1250,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
36,0,93,268,0,0,0,0,0,0,0
415,0,21,58,0,0,0,0,0,0,0
75,0,111,322,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
479,0,131,381,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0
316,0,194,566,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0
208,0,237,688,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0
66,0,88,264,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0
265,0,68,200,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
658,0,307,901,0,0,0,0,0,0,0
141,0,251,728,0,0,0,0,0,0,0
226,0,136,392,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
312,0,102,290,0,0,0,0,0,0,0
264,0,78,224,0,0,0,0,0,0,0
50,0,120,344,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0
171,0,194,564,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0
120,0,19,52,0,0,0,0,0,0,0
513,0,124,362,0,0,0,0,0,0,0
494,0,159,459,0,0,0,0,0,0,0
233,0,100,292,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
505,0,81,244,0,0,0,0,0,0,0
95,0,55,161,0,0,0,0,0,0,0
752,0,276,805,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
334,0,91,274,0,0,0,0,0,0,0
640,0,500,1464,0,0,0,0,0,0,0
456,0,102,294,0,0,0,0,0,0,0
163,0,19,51,0,0,0,0,0,0,0
235,0,1249,3549,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0
569,0,17,47,0,0,0,0,0,0,0
346,0,145,423,0,0,0,0,0,0,0
248,0,284,827,0,0,0,0,0,0,0
455,0,106,307,0,0,0,0,0,0,0
473,0,344,999,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0
778,0,17,47,0,0,0,0,0,0,0
75,0,133,382,0,0,0,0,0,0,0
755,0,184,536,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0
327,0,106,306,0,0,0,0,0,0,0
523,0,263,763,0,0,0,0,0,0,0
233,0,208,605,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0
80,0,214,618,0,0,0,0,0,0,0
778,0,147,430,0,0,0,0,0,0,0
668,0,0,0,0,0,0,0,0,0,0
191,0,226,654,0,0,0,0,0,0,0
216,0,3531,10162,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0
540,0,121,348,0,0,0,0,0,0,0
532,0,1976,5624,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
261,0,226,658,0,0,0,0,0,0,0
161,0,91,269,0,0,0,0,0,0,0
748,0,14,38,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0
386,0,264,778,0,0,0,0,0,0,0
347,0,20,56,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0
310,0,378,1108,0,0,0,0,0,0,0
646,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0
182,0,209,619,0,0,0,0,0,0,0
113,0,81,232,0,0,0,0,0,0,0
640,0,810,2275,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
251,0,262,772,0,0,0,0,0,0,0
79,0,85,249,0,0,0,0,0,0,0
337,0,78,230,0,0,0,0,0,0,0
95,0,98,279,0,0,0,0,0,0,0
360,0,59,165,0,0,0,0,0,0,0
292,0,82,245,0,0,0,0,0,0,0
47,0,160,466,0,0,0,0,0,0,0
276,0,728,2077,0,0,0,0,0,0,0
40,0,53,153,0,0,0,0,0,0,0
753,0,75,224,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0
289,0,22,61,0,0,0,0,0,0,0
96,0,263,765,0,0,0,0,0,0,0
78,0,51,149,0,0,0,0,0,0,0
98,0,205,595,0,0,0,0,0,0,0
710,0,245,713,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0
279,0,87,257,0,0,0,0,0,0,0
448,0,337,982,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0
407,0,303,889,0,0,0,0,0,0,0
530,0,166,481,0,0,0,0,0,0,0
97,0,78,225,0,0,0,0,0,0,0
515,0,112,325,0,0,0,0,0,0,0
235,0,83,244,0,0,0,0,0,0,0
96,0,86,248,0,0,0,0,0,0,0
98,0,418,1217,0,0,0,0,0,0,0
248,0,15,40,0,0,0,0,0,0,0
322,0,16,44,0,0,0,0,0,0,0
272,0,83,248,0,0,0,0,0,0,0
135,0,141,410,0,0,0,0,0,0,0
78,0,18,48,0,0,0,0,0,0,0
186,0,53,155,0,0,0,0,0,0,0
106,0,72,207,0,0,0,0,0,0,0
126,0,1513,4315,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
108,0,84,252,0,0,0,0,0,0,0
132,0,47,136,0,0,0,0,0,0,0
134,0,321,928,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0
148,0,166,474,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0
406,0,20,54,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0
298,0,246,719,0,0,0,0,0,0,0
436,0,85,251,0,0,0,0,0,0,0
752,0,383,1115,0,0,0,0,0,0,0
147,0,99,282,0,0,0,0,0,0,0
636,0,198,560,0,0,0,0,0,0,0
98,0,17,45,0,0,0,0,0,0,0
73,0,90,255,0,0,0,0,0,0,0
97,0,88,254,0,0,0,0,0,0,0
432,0,184,535,0,0,0,0,0,0,0
97,0,102,292,0,0,0,0,0,0,0
84,0,72,204,0,0,0,0,0,0,0
99,0,63,180,0,0,0,0,0,0,0
95,0,79,229,0,0,0,0,0,0,0
288,0,50,146,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0
611,0,83,249,0,0,0,0,0,0,0
95,0,267,777,0,0,0,0,0,0,0
452,0,217,624,0,0,0,0,0,0,0
265,0,101,286,0,0,0,0,0,0,0
96,0,405,1182,0,0,0,0,0,0,0
99,0,132,379,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0
423,0,139,402,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0
13,0,82,240,0,0,0,0,0,0,0
540,0,218,638,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0
58,0,96,271,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0
113,0,54,157,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0
34,0,353,1025,0,0,0,0,0,0,0
83,0,162,463,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
189,0,78,225,0,0,0,0,0,0,0
329,0,82,245,0,0,0,0,0,0,0
73,0,142,421,0,0,0,0,0,0,0
78,0,83,241,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0
83,0,90,265,0,0,0,0,0,0,0
83,0,13,35,0,0,0,0,0,0,0
42,0,44,124,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0,0,0
91,0,182,422,0,0,0,0,0,0,0
457,0,54,158,0,0,0,0,0,0,0
91,0,150,432,0,0,0,0,0,0,0
139,0,111,329,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0
421,0,44,128,0,0,0,0,0,0,0
753,0,206,612,0,0,0,0,0,0,0
488,0,73,215,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0
560,0,84,253,0,0,0,0,0,0,0
307,0,287,837,0,0,0,0,0,0,0
246,0,81,237,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0
61,0,439,1279,0,0,0,0,0,0,0
778,0,18,49,0,0,0,0,0,0,0
330,0,589,1692,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0
131,0,87,260,0,0,0,0,0,0,0
343,0,334,956,0,0,0,0,0,0,0
204,0,159,456,0,0,0,0,0,0,0
167,0,378,1097,0,0,0,0,0,0,0
352,0,176,508,0,0,0,0,0,0,0
97,0,87,261,0,0,0,0,0,0,0
307,0,15,41,0,0,0,0,0,0,0
659,0,144,421,0,0,0,0,0,0,0
779,0,79,225,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
210,0,272,786,0,0,0,0,0,0,0
175,0,147,421,0,0,0,0,0,0,0
83,0,119,348,0,0,0,0,0,0,0
143,0,191,560,0,0,0,0,0,0,0
274,0,82,235,0,0,0,0,0,0,0
345,0,104,301,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
60,0,881,2527,0,0,0,0,0,0,0
83,0,17,47,0,0,0,0,0,0,0
225,0,176,511,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0
433,0,150,439,0,0,0,0,0,0,0
645,0,85,255,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0
297,0,161,473,0,0,0,0,0,0,0
86,0,105,305,0,0,0,0,0,0,0
217,0,15,39,0,0,0,0,0,0,0
98,0,83,239,0,0,0,0,0,0,0
175,0,139,396,0,0,0,0,0,0,0
163,0,63,179,0,0,0,0,0,0,0
778,0,110,313,0,0,0,0,0,0,0
201,0,12,31,0,0,0,0,0,0,0
398,0,33,95,0,0,0,0,0,0,0
98,0,19,51,0,0,0,0,0,0,0
82,0,284,824,0,0,0,0,0,0,0
352,0,232,662,0,0,0,0,0,0,0
149,0,178,511,0,0,0,0,0,0,0
99,0,72,206,0,0,0,0,0,0,0
287,0,19,52,0,0,0,0,0,0,0
754,0,150,447,0,0,0,0,0,0,0
313,0,105,309,0,0,0,0,0,0,0
564,0,76,229,0,0,0,0,0,0,0
100,0,77,232,0,0,0,0,0,0,0
329,0,101,299,0,0,0,0,0,0,0
189,0,100,284,0,0,0,0,0,0,0
779,0,97,276,0,0,0,0,0,0,0
84,0,177,505,0,0,0,0,0,0,0
750,0,15,39,0,0,0,0,0,0,0
366,0,23,65,0,0,0,0,0,0,0
752,0,87,261,0,0,0,0,0,0,0
91,0,95,271,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0
65,0,58,169,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0
264,0,104,306,0,0,0,0,0,0,0
185,0,91,263,0,0,0,0,0,0,0
96,0,52,147,0,0,0,0,0,0,0
173,0,88,260,0,0,0,0,0,0,0
189,0,81,239,0,0,0,0,0,0,0
248,0,77,219,0,0,0,0,0,0,0
778,0,83,245,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
657,0,93,280,0,0,0,0,0,0,0
143,0,80,229,0,0,0,0,0,0,0
252,0,221,643,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0
214,0,75,213,0,0,0,0,0,0,0
165,0,108,315,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0
543,0,98,280,0,0,0,0,0,0,0
109,0,68,189,0,0,0,0,0,0,0
309,0,84,253,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0
607,0,319,933,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0
38,0,221,643,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0
168,0,120,356,0,0,0,0,0,0,0
752,0,103,304,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
193,0,109,315,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0
11,0,15,41,0,0,0,0,0,0,0
403,0,184,530,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0
770,0,2360,6749,0,0,0,0,0,0,0
96,0,84,248,0,0,0,0,0,0,0
94,0,96,275,0,0,0,0,0,0,0
95,0,108,316,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0
320,0,343,985,0,0,0,0,0,0,0
135,0,107,312,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0
408,0,174,511,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0
180,0,1695,4857,0,0,0,0,0,0,0
42,0,175,508,0,0,0,0,0,0,0
266,0,1514,4349,0,0,0,0,0,0,0
192,0,137,397,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0
353,0,294,847,0,0,0,0,0,0,0
778,0,87,251,0,0,0,0,0,0,0
636,0,93,264,0,0,0,0,0,0,0
96,0,437,1273,0,0,0,0,0,0,0
57,0,53,153,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0
339,0,117,341,0,0,0,0,0,0,0
418,0,630,1797,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0
100,0,165,475,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0
589,0,202,597,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0
694,0,142,414,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0
42,0,85,254,0,0,0,0,0,0,0
752,0,216,633,0,0,0,0,0,0,0
140,0,16,43,0,0,0,0,0,0,0
184,0,135,391,0,0,0,0,0,0,0
638,0,205,591,0,0,0,0,0,0,0
99,0,125,356,0,0,0,0,0,0,0
